lookback,batchsize,updates,threshold,numfilters1,numfilters2,numfilters3,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
24,23,5,0,12,20,28,0.102742286,0.355654735,0.32371516,0.086128961
24,23,5,0,12,20,30,0.098593604,0.341110654,0.276795549,0.085713208
24,23,5,0,12,22,26,0.103372925,0.33339164,0.358474165,0.076677016
24,23,5,0,12,22,28,0.105807264,0.335332124,0.315520718,0.06988282
24,23,5,0,12,22,30,0.101956848,0.351340833,0.296962878,0.069601611
24,23,5,0,12,24,26,0.099912114,0.333357722,0.287103855,0.071811606
24,23,5,0,12,24,28,0.098925352,0.346464481,0.307106884,0.071735744
24,23,5,0,12,24,30,0.107849293,0.367097019,0.388650846,0.071341605
24,23,5,0,14,20,26,0.10169545,0.376782329,0.251656696,0.07680768
24,23,5,0,14,20,28,0.110984365,0.361921173,0.67335291,0.076167298
24,23,5,0,14,20,30,0.102690327,0.35492681,0.245155028,0.075753816
24,23,5,0,14,22,26,0.1014371,0.346647894,0.223632931,0.070258592
24,23,5,0,14,22,28,0.101084981,0.368992647,0.355939404,0.069307571
24,23,5,0,14,22,30,0.095035003,0.339030712,0.251362947,0.06914916
24,23,5,0,14,24,26,0.100194891,0.356508019,0.225591049,0.068981588
24,23,5,0,14,24,28,0.101337128,0.355267649,0.257921123,0.071176517
24,23,5,0,14,24,30,0.09661831,0.370119443,0.300733749,0.069877378
