lookback,batchsize,updates,threshold,numfilters1,numfilters2,AvgTrainRNMSE,AvgTestRNMSE,AvgTestIncRNMSE,AvgTestIncTime
18,25,7,0.1,16,30,0.120510784,0.342505012,0.268894453,0.059116075
18,25,7,0.1,20,24,0.136683614,0.322775056,0.285550302,0.058816624
18,25,7,0.1,20,30,0.112414187,0.323087457,0.416485506,0.058749125
18,25,7,0.15,12,20,0.120426144,0.324338648,0.62698833,0.057114561
18,25,7,0.15,12,22,0.119507295,0.346147922,0.310415429,0.057291688
18,25,7,0.15,12,24,0.178179956,0.380150803,0.234149049,0.057514542
18,25,7,0.15,14,20,0.122075848,0.366932926,0.379754135,0.057905391
18,25,7,0.15,14,22,0.117567279,0.317546186,0.282390546,0.058214978
18,25,7,0.15,14,24,0.119661646,0.334098133,0.264596721,0.060383562
18,25,7,0.15,16,20,0.134331209,0.334866563,0.262977341,0.058592451
18,25,7,0.15,16,22,0.157101623,0.35793815,0.221113312,0.058904415
18,25,7,0.15,16,24,0.128406483,0.316419263,0.225406278,0.058826124
18,25,7,0.2,12,20,0.120426144,0.324338648,0.23733701,0.060925562
18,25,7,0.2,12,22,0.119507295,0.346147922,0.313407328,0.061032441
18,25,7,0.2,12,24,0.178179956,0.380150803,0.257295613,0.060521528
18,25,7,0.2,14,20,0.122075848,0.366932926,0.343182099,0.060090937
18,25,7,0.2,14,22,0.117567279,0.317546186,0.245738247,0.061364199
18,25,7,0.2,14,24,0.119661646,0.334098133,0.275069032,0.062426504
18,25,7,0.2,16,20,0.134331209,0.334866563,0.474067351,0.061955168
18,25,7,0.2,16,22,0.157101623,0.35793815,0.277751357,0.062057987
18,25,7,0.2,16,24,0.128406483,0.316419263,0.225353074,0.062473978
18,27,5,0,12,20,0.123071001,0.320391993,0.254304179,0.044425419
18,27,5,0,12,22,0.126970166,0.322163398,0.378352714,0.044486542
18,27,5,0,12,24,0.129077873,0.329221519,0.239554006,0.044378074
18,27,5,0,14,20,0.129461766,0.353720985,0.390876619,0.044849956
18,27,5,0,14,22,0.139520507,0.340289297,0.276063912,0.045074833
18,27,5,0,14,24,0.124517361,0.337139394,0.366948248,0.050540897
18,27,5,0,16,20,0.146477415,0.345925761,0.278248121,0.053191533
18,27,5,0,16,22,0.117742731,0.332837446,0.275870699,0.053164197
18,27,5,0,16,24,0.118466322,0.32019162,0.296939675,0.054441499
18,27,5,0.1,12,20,0.123071001,0.320391993,0.261786952,0.05376876
18,27,5,0.1,12,22,0.126970166,0.322163398,0.378352714,0.051884573
